"BioCeramic",,,"Coralline",,,"MedPor",,
"Time","Force","Stroke","Time","Force","Stroke","Time","Force","Stroke"
"sec","N","mm","sec","N","mm","sec","N","mm"
,,,,,,"181.248","645.4786","3.020344"
,,,,,,"181.25","645.4786","3.020385"
,,,,,,"181.252","645.4786","3.020417"
,,,,,,"181.254","645.4786","3.020448"
,,,,,,"181.256","645.5104","3.020479"
,,,,,,"181.258","645.5104","3.02051"
,,,,,,"181.26","645.5104","3.020552"
,,,,,,"181.262","645.5104","3.020583"
,,,,,,"181.264","645.5104","3.020615"
,,,,,,"181.266","645.5104","3.020646"
,,,,,,"181.268","645.558","3.020677"
,,,,,,"181.27","645.558","3.020708"
,,,,,,"181.272","645.558","3.02075"
,,,,,,"181.274","645.558","3.020781"
,,,,,,"181.276","645.558","3.020813"
,,,,,,"181.278","645.5739","3.020844"
,,,,,,"181.28","645.5898","3.020875"
,,,,,,"181.282","645.5898","3.020906"
,,,,,,"181.284","645.5898","3.020948"
,,,,,,"181.286","645.5898","3.020979"
,,,,,,"181.288","645.5898","3.02101"
,,,,,,"181.29","645.5898","3.021042"
,,,,,,"181.292","645.6375","3.021073"
,,,,,,"181.294","645.6375","3.021115"
,,,,,,"181.296","645.6375","3.021146"
,,,,,,"181.298","645.6375","3.021177"
,,,,,,"181.3","645.6375","3.021208"
,,,,,,"181.302","645.6534","3.02124"
,,,,,,"181.304","645.6693","3.021281"
,,,,,,"181.306","645.6693","3.021312"
,,,,,,"181.308","645.6693","3.021344"
,,,,,,"181.31","645.6693","3.021375"
,,,,,,"181.312","645.6693","3.021406"
,,,,,,"181.314","645.717","3.021448"
,,,,,,"181.316","645.717","3.021479"
,,,,,,"181.318","645.717","3.02151"
,,,,,,"181.32","645.717","3.021542"
,,,,,,"181.322","645.717","3.021573"
,,,,,,"181.324","645.717","3.021604"
,,,,,,"181.326","645.7329","3.021646"
,,,,,,"181.328","645.7488","3.021677"
,,,,,,"181.33","645.7488","3.021708"
,,,,,,"181.332","645.7488","3.021739"
,,,,,,"181.334","645.7488","3.021771"
,,,,,,"181.336","645.7488","3.021812"
,,,,,,"181.338","645.7964","3.021844"
,,,,,,"181.34","645.7964","3.021875"
,,,,,,"181.342","645.7964","3.021906"
,,,,,,"181.344","645.7964","3.021948"
,,,,,,"181.346","645.7964","3.021979"
,,,,,,"181.348","645.7964","3.02201"
,,,,,,"181.35","645.8123","3.022042"
,,,,,,"181.352","645.8282","3.022073"
,,,,,,"181.354","645.8282","3.022115"
,,,,,,"181.356","645.8282","3.022146"
,,,,,,"181.358","645.8282","3.022177"
,,,,,,"181.36","645.8282","3.022208"
,,,,,,"181.362","645.8282","3.022239"
,,,,,,"181.364","645.8759","3.022271"
,,,,,,"181.366","645.8759","3.022312"
,,,,,,"181.368","645.8759","3.022344"
,,,,,,"181.37","645.8759","3.022375"
,,,,,,"181.372","645.8759","3.022406"
,,,,,,"181.374","645.8759","3.022438"
,,,,,,"181.376","645.9077","3.022479"
,,,,,,"181.378","645.9077","3.02251"
,,,,,,"181.38","645.9077","3.022542"
,,,,,,"181.382","645.9077","3.022573"
,,,,,,"181.384","645.9077","3.022614"
,,,,,,"181.386","645.9077","3.022646"
,,,,,,"181.388","645.9077","3.022677"
,,,,,,"181.39","645.9554","3.022708"
,,,,,,"181.392","645.9554","3.02274"
,,,,,,"181.394","645.9554","3.022771"
,,,,,,"181.396","645.9554","3.022812"
,,,,,,"181.398","645.9554","3.022844"
,,,,,,"181.4","645.9872","3.022875"
,,,,,,"181.402","645.9872","3.022906"
,,,,,,"181.404","645.9872","3.022948"
,,,,,,"181.406","645.9872","3.022979"
,,,,,,"181.408","645.9872","3.02301"
,,,,,,"181.41","645.9872","3.023042"
,,,,,,"181.412","645.9872","3.023073"
,,,,,,"181.414","646.0349","3.023114"
,,,,,,"181.416","646.0349","3.023146"
,,,,,,"181.418","646.0349","3.023177"
,,,,,,"181.42","646.0349","3.023208"
,,,,,,"181.422","646.0349","3.02325"
,,,,,,"181.424","646.0667","3.023281"
,,,,,,"181.426","646.0667","3.023313"
,,,,,,"181.428","646.0667","3.023344"
,,,,,,"181.43","646.0667","3.023385"
,,,,,,"181.432","646.0667","3.023417"
,,,,,,"181.434","646.0667","3.023448"
,,,,,,"181.436","646.0667","3.023479"
,,,,,,"181.438","646.1144","3.02351"
,,,,,,"181.44","646.1144","3.023552"
,,,,,,"181.442","646.1144","3.023583"
,,,,,,"181.444","646.1144","3.023615"
,,,,,,"181.446","646.1144","3.023646"
,,,,,,"181.448","646.1461","3.023677"
,,,,,,"181.45","646.1461","3.023719"
,,,,,,"181.452","646.1461","3.02375"
,,,,,,"181.454","646.1461","3.023781"
,,,,,,"181.456","646.1461","3.023813"
,,,,,,"181.458","646.1461","3.023854"
,,,,,,"181.46","646.1461","3.023885"
,,,,,,"181.462","646.1938","3.023917"
,,,,,,"181.464","646.1938","3.023948"
,,,,,,"181.466","646.1938","3.023979"
,,,,,,"181.468","646.1938","3.024021"
,,,,,,"181.47","646.1938","3.024052"
,,,,,,"181.472","646.1938","3.024083"
,,,,,,"181.474","646.2256","3.024115"
,,,,,,"181.476","646.2256","3.024156"
,,,,,,"181.478","646.2256","3.024188"
,,,,,,"181.48","646.2256","3.024219"
,,,,,,"181.482","646.2256","3.02425"
,,,,,,"181.484","646.2256","3.024292"
,,,,,,"181.486","646.2415","3.024323"
,,,,,,"181.488","646.2733","3.024354"
,,,,,,"181.49","646.2733","3.024385"
,,,,,,"181.492","646.2733","3.024427"
,,,,,,"181.494","646.2733","3.024458"
,,,,,,"181.496","646.2733","3.02449"
,,,,,,"181.498","646.2733","3.024521"
,,,,,,"181.5","646.3051","3.024562"
,,,,,,"181.502","646.3051","3.024594"
,,,,,,"181.504","646.3051","3.024625"
,,,,,,"181.506","646.3051","3.024656"
,,,,,,"181.508","646.3051","3.024688"
,,,,,,"181.51","646.3051","3.024729"
,,,,,,"181.512","646.3528","3.02476"
,,,,,,"181.514","646.3528","3.024792"
,,,,,,"181.516","646.3528","3.024823"
,,,,,,"181.518","646.3528","3.024864"
,,,,,,"181.52","646.3528","3.024896"
,,,,,,"181.522","646.3528","3.024927"
,,,,,,"181.524","646.3845","3.024958"
,,,,,,"181.526","646.3845","3.02499"
,,,,,,"181.528","646.3845","3.025031"
,,,,,,"181.53","646.3845","3.025063"
,,,,,,"181.532","646.3845","3.025094"
,,,,,,"181.534","646.4005","3.025125"
,,,,,,"181.536","646.4323","3.025156"
,,,,,,"181.538","646.4323","3.025198"
,,,,,,"181.54","646.4323","3.025229"
,,,,,,"181.542","646.4323","3.02526"
,,,,,,"181.544","646.4323","3.025292"
,,,,,,"181.546","646.4641","3.025323"
,,,,,,"181.548","646.4641","3.025365"
,,,,,,"181.55","646.4641","3.025396"
,,,,,,"181.552","646.4641","3.025427"
,,,,,,"181.554","646.4641","3.025458"
,,,,,,"181.556","646.4641","3.02549"
,,,,,,"181.558","646.5117","3.025531"
,,,,,,"181.56","646.5117","3.025563"
,,,,,,"181.562","646.5117","3.025594"
,,,,,,"181.564","646.5117","3.025625"
,,,,,,"181.566","646.5117","3.025667"
,,,,,,"181.568","646.5435","3.025698"
,,,,,,"181.57","646.5435","3.025729"
,,,,,,"181.572","646.5435","3.02576"
,,,,,,"181.574","646.5435","3.025802"
,,,,,,"181.576","646.5435","3.025833"
,,,,,,"181.578","646.5435","3.025865"
,,,,,,"181.58","646.5435","3.025896"
,,,,,,"181.582","646.5912","3.025927"
,,,,,,"181.584","646.5912","3.025969"
,,,,,,"181.586","646.5912","3.026"
,,,,,,"181.588","646.5912","3.026031"
,,,,,,"181.59","646.5912","3.026062"
,,,,,,"181.592","646.623","3.026094"
,,,,,,"181.594","646.623","3.026135"
,,,,,,"181.596","646.623","3.026167"
,,,,,,"181.598","646.623","3.026198"
,,,,,,"181.6","646.623","3.026229"
,,,,,,"181.602","646.623","3.02626"
,,,,,,"181.604","646.6707","3.026302"
,,,,,,"181.606","646.6707","3.026333"
,,,,,,"181.608","646.6707","3.026365"
,,,,,,"181.61","646.6707","3.026396"
,,,,,,"181.612","646.6707","3.026427"
,,,,,,"181.614","646.6865","3.026469"
,,,,,,"181.616","646.7025","3.0265"
,,,,,,"181.618","646.7025","3.026531"
,,,,,,"181.62","646.7025","3.026562"
,,,,,,"181.622","646.7025","3.026594"
,,,,,,"181.624","646.7025","3.026635"
,,,,,,"181.626","646.7501","3.026667"
,,,,,,"181.628","646.7501","3.026698"
,,,,,,"181.63","646.7501","3.026729"
,,,,,,"181.632","646.7501","3.02676"
,,,,,,"181.634","646.7501","3.026802"
,,,,,,"181.636","646.7501","3.026833"
,,,,,,"181.638","646.7819","3.026865"
,,,,,,"181.64","646.7819","3.026896"
,,,,,,"181.642","646.7819","3.026927"
,,,,,,"181.644","646.7819","3.026969"
,,,,,,"181.646","646.7819","3.026989"
,,,,,,"181.648","646.8296","3.027031"
,,,,,,"181.65","646.8296","3.027062"
,,,,,,"181.652","646.8296","3.027094"
,,,,,,"181.654","646.8296","3.027125"
,,,,,,"181.656","646.8296","3.027156"
,,,,,,"181.658","646.8296","3.027198"
,,,,,,"181.66","646.8296","3.027229"
,,,,,,"181.662","646.8614","3.02726"
,,,,,,"181.664","646.8614","3.027292"
,,,,,,"181.666","646.8614","3.027323"
,,,,,,"181.668","646.8614","3.027364"
,,,,,,"181.67","646.8614","3.027396"
,,,,,,"181.672","646.9091","3.027427"
,,,,,,"181.674","646.9091","3.027458"
,,,,,,"181.676","646.9091","3.02749"
,,,,,,"181.678","646.9091","3.027531"
,,,,,,"181.68","646.9091","3.027562"
,,,,,,"181.682","646.9091","3.027594"
,,,,,,"181.684","646.9091","3.027625"
,,,,,,"181.686","646.9409","3.027656"
,,,,,,"181.688","646.9409","3.027688"
,,,,,,"181.69","646.9409","3.027729"
,,,,,,"181.692","646.9409","3.02776"
,,,,,,"181.694","646.9409","3.027792"
,,,,,,"181.696","646.9886","3.027823"
,,,,,,"181.698","646.9886","3.027854"
,,,,,,"181.7","646.9886","3.027885"
,,,,,,"181.702","646.9886","3.027927"
,,,,,,"181.704","646.9886","3.027958"
,,,,,,"181.706","646.9886","3.02799"
,,,,,,"181.708","646.9886","3.028021"
,,,,,,"181.71","647.0203","3.028052"
,,,,,,"181.712","647.0203","3.028094"
,,,,,,"181.714","647.0203","3.028125"
,,,,,,"181.716","647.0203","3.028156"
,,,,,,"181.718","647.0203","3.028188"
,,,,,,"181.72","647.0203","3.028219"
,,,,,,"181.722","647.068","3.02826"
,,,,,,"181.724","647.068","3.028292"
,,,,,,"181.726","647.068","3.028323"
,,,,,,"181.728","647.068","3.028354"
,,,,,,"181.73","647.068","3.028385"
,,,,,,"181.732","647.068","3.028427"
,,,,,,"181.734","647.0998","3.028458"
,,,,,,"181.736","647.0998","3.02849"
,,,,,,"181.738","647.0998","3.028521"
,,,,,,"181.74","647.0998","3.028552"
,,,,,,"181.742","647.0998","3.028583"
,,,,,,"181.744","647.0998","3.028615"
,,,,,,"181.746","647.1475","3.028656"
,,,,,,"181.748","647.1475","3.028687"
,,,,,,"181.75","647.1475","3.028719"
,,,,,,"181.752","647.1475","3.02875"
,,,,,,"181.754","647.1475","3.028781"
,,,,,,"181.756","647.1475","3.028823"
,,,,,,"181.758","647.1634","3.028854"
,,,,,,"181.76","647.1793","3.028885"
,,,,,,"181.762","647.1793","3.028917"
,,,,,,"181.764","647.1793","3.028948"
,,,,,,"181.766","647.1793","3.028979"
,,,,,,"181.768","647.1793","3.029021"
,,,,,,"181.77","647.1793","3.029052"
,,,,,,"181.772","647.227","3.029083"
,,,,,,"181.774","647.227","3.029114"
,,,,,,"181.776","647.227","3.029146"
,,,,,,"181.778","647.227","3.029177"
,,,,,,"181.78","647.227","3.029219"
,,,,,,"181.782","647.227","3.02925"
,,,,,,"181.784","647.2588","3.029281"
,,,,,,"181.786","647.2588","3.029312"
,,,,,,"181.788","647.2588","3.029344"
,,,,,,"181.79","647.2588","3.029385"
,,,,,,"181.792","647.2588","3.029417"
,,,,,,"181.794","647.2588","3.029448"
,,,,,,"181.796","647.2588","3.029479"
,,,,,,"181.798","647.3065","3.02951"
,,,,,,"181.8","647.3065","3.029552"
,,,,,,"181.802","647.3065","3.029583"
,,,,,,"181.804","647.3065","3.029614"
,,,,,,"181.806","647.3065","3.029646"
,,,,,,"181.808","647.3065","3.029677"
,,,,,,"181.81","647.3382","3.029719"
,,,,,,"181.812","647.3382","3.02975"
,,,,,,"181.814","647.3382","3.029781"
,,,,,,"181.816","647.3382","3.029813"
,,,,,,"181.818","647.3382","3.029844"
,,,,,,"181.82","647.3382","3.029875"
,,,,,,"181.822","647.3859","3.029906"
,,,,,,"181.824","647.3859","3.029948"
,,,,,,"181.826","647.3859","3.029979"
,,,,,,"181.828","647.3859","3.03001"
,,,,,,"181.83","647.3859","3.030042"
,,,,,,"181.832","647.4177","3.030073"
,,,,,,"181.834","647.4177","3.030115"
,,,,,,"181.836","647.4177","3.030146"
,,,,,,"181.838","647.4177","3.030177"
,,,,,,"181.84","647.4177","3.030208"
,,,,,,"181.842","647.4177","3.03024"
,,,,,,"181.844","647.4654","3.030281"
,,,,,,"181.846","647.4654","3.030313"
,,,,,,"181.848","647.4654","3.030344"
,,,,,,"181.85","647.4654","3.030385"
,,,,,,"181.852","647.4654","3.030417"
,,,,,,"181.854","647.4813","3.030448"
,,,,,,"181.856","647.4972","3.030479"
,,,,,,"181.858","647.4972","3.03051"
,,,,,,"181.86","647.4972","3.030552"
,,,,,,"181.862","647.4972","3.030573"
,,,,,,"181.864","647.4972","3.030615"
,,,,,,"181.866","647.5449","3.030646"
,,,,,,"181.868","647.5449","3.030677"
,,,,,,"181.87","647.5449","3.030708"
,,,,,,"181.872","647.5449","3.03075"
,,,,,,"181.874","647.5449","3.030781"
,,,,,,"181.876","647.5449","3.030813"
,,,,,,"181.878","647.5767","3.030844"
,,,,,,"181.88","647.5767","3.030885"
,,,,,,"181.882","647.5767","3.030917"
,,,,,,"181.884","647.5767","3.030948"
,,,,,,"181.886","647.5767","3.030979"
,,,,,,"181.888","647.6243","3.03101"
,,,,,,"181.89","647.6243","3.031042"
,,,,,,"181.892","647.6243","3.031073"
,,,,,,"181.894","647.6243","3.031115"
,,,,,,"181.896","647.6243","3.031146"
,,,,,,"181.898","647.6243","3.031177"
,,,,,,"181.9","647.6561","3.031208"
,,,,,,"181.902","647.6561","3.03124"
,,,,,,"181.904","647.6561","3.031281"
,,,,,,"181.906","647.6561","3.031312"
,,,,,,"181.908","647.6561","3.031344"
,,,,,,"181.91","647.672","3.031375"
,,,,,,"181.912","647.7038","3.031406"
,,,,,,"181.914","647.7038","3.031448"
,,,,,,"181.916","647.7038","3.031479"
,,,,,,"181.918","647.7038","3.03151"
,,,,,,"181.92","647.7038","3.031542"
,,,,,,"181.922","647.7038","3.031573"
,,,,,,"181.924","647.7356","3.031615"
,,,,,,"181.926","647.7356","3.031646"
,,,,,,"181.928","647.7356","3.031677"
,,,,,,"181.93","647.7356","3.031708"
,,,,,,"181.932","647.7356","3.031739"
,,,,,,"181.934","647.7515","3.031781"
,,,,,,"181.936","647.7833","3.031812"
,,,,,,"181.938","647.7833","3.031844"
,,,,,,"181.94","647.7833","3.031875"
,,,,,,"181.942","647.7833","3.031906"
,,,,,,"181.944","647.7833","3.031937"
,,,,,,"181.946","647.7833","3.031979"
,,,,,,"181.948","647.8151","3.03201"
,,,,,,"181.95","647.8151","3.032042"
,,,,,,"181.952","647.8151","3.032073"
,,,,,,"181.954","647.8151","3.032104"
,,,,,,"181.956","647.8151","3.032146"
,,,,,,"181.958","647.8309","3.032177"
,,,,,,"181.96","647.8627","3.032208"
,,,,,,"181.962","647.8627","3.032239"
,,,,,,"181.964","647.8627","3.032271"
,,,,,,"181.966","647.8627","3.032302"
,,,,,,"181.968","647.8627","3.032344"
,,,,,,"181.97","647.8945","3.032375"
,,,,,,"181.972","647.8945","3.032406"
,,,,,,"181.974","647.8945","3.032438"
,,,,,,"181.976","647.8945","3.032469"
,,,,,,"181.978","647.8945","3.03251"
,,,,,,"181.98","647.8945","3.032542"
,,,,,,"181.982","647.9104","3.032573"
,,,,,,"181.984","647.9423","3.032604"
,,,,,,"181.986","647.9423","3.032635"
,,,,,,"181.988","647.9423","3.032667"
,,,,,,"181.99","647.9423","3.032698"
,,,,,,"181.992","647.9423","3.03274"
,,,,,,"181.994","647.974","3.032771"
,,,,,,"181.996","647.974","3.032802"
,,,,,,"181.998","647.974","3.032833"
,,,,,,"182","647.974","3.032865"
,,,,,,"182.002","647.974","3.032906"
,,,,,,"182.004","647.974","3.032938"
,,,,,,"182.006","647.9899","3.032969"
,,,,,,"182.008","648.0217","3.033"
,,,,,,"182.01","648.0217","3.033031"
,,,,,,"182.012","648.0217","3.033073"
,,,,,,"182.014","648.0217","3.033104"
,,,,,,"182.016","648.0217","3.033135"
,,,,,,"182.018","648.0535","3.033167"
,,,,,,"182.02","648.0535","3.033198"
,,,,,,"182.022","648.0535","3.03324"
,,,,,,"182.024","648.0535","3.033271"
,,,,,,"182.026","648.0535","3.033302"
,,,,,,"182.028","648.0535","3.033333"
,,,,,,"182.03","648.0694","3.033365"
,,,,,,"182.032","648.1011","3.033406"
,,,,,,"182.034","648.1011","3.033437"
,,,,,,"182.036","648.1011","3.033469"
,,,,,,"182.038","648.1011","3.0335"
,,,,,,"182.04","648.1011","3.033531"
,,,,,,"182.042","648.133","3.033573"
,,,,,,"182.044","648.133","3.033604"
,,,,,,"182.046","648.133","3.033635"
,,,,,,"182.048","648.133","3.033677"
,,,,,,"182.05","648.133","3.033708"
,,,,,,"182.052","648.133","3.03374"
,,,,,,"182.054","648.1807","3.033771"
,,,,,,"182.056","648.1807","3.033802"
,,,,,,"182.058","648.1807","3.033844"
,,,,,,"182.06","648.1807","3.033875"
,,,,,,"182.062","648.1807","3.033906"
,,,,,,"182.064","648.2124","3.033937"
,,,,,,"182.066","648.2124","3.033969"
,,,,,,"182.068","648.2124","3.03401"
,,,,,,"182.07","648.2124","3.034042"
,,,,,,"182.072","648.2124","3.034073"
,,,,,,"182.074","648.2124","3.034104"
,,,,,,"182.076","648.2601","3.034135"
,,,,,,"182.078","648.2601","3.034177"
,,,,,,"182.08","648.2601","3.034208"
,,,,,,"182.082","648.2601","3.03424"
,,,,,,"182.084","648.2601","3.034271"
,,,,,,"182.086","648.276","3.034312"
,,,,,,"182.088","648.2919","3.034344"
,,,,,,"182.09","648.2919","3.034375"
,,,,,,"182.092","648.2919","3.034406"
,,,,,,"182.094","648.2919","3.034437"
,,,,,,"182.096","648.2919","3.034479"
,,,,,,"182.098","648.3396","3.03451"
,,,,,,"182.1","648.3396","3.034542"
,,,,,,"182.102","648.3396","3.034573"
,,,,,,"182.104","648.3396","3.034615"
,,,,,,"182.106","648.3396","3.034646"
,,,,,,"182.108","648.3396","3.034677"
,,,,,,"182.11","648.3714","3.034708"
,,,,,,"182.112","648.3714","3.034739"
,,,,,,"182.114","648.3714","3.034781"
,,,,,,"182.116","648.3714","3.034812"
,,,,,,"182.118","648.3714","3.034844"
,,,,,,"182.12","648.3714","3.034885"
,,,,,,"182.122","648.4191","3.034917"
,,,,,,"182.124","648.4191","3.034948"
,,,,,,"182.126","648.4191","3.034979"
,,,,,,"182.128","648.4191","3.03501"
,,,,,,"182.13","648.4191","3.035052"
,,,,,,"182.132","648.4191","3.035083"
,,,,,,"182.134","648.4509","3.035115"
,,,,,,"182.136","648.4509","3.035146"
,,,,,,"182.138","648.4509","3.035177"
,,,,,,"182.14","648.4509","3.035219"
,,,,,,"182.142","648.4509","3.03525"
,,,,,,"182.144","648.4509","3.035281"
,,,,,,"182.146","648.4985","3.035312"
,,,,,,"182.148","648.4985","3.035344"
,,,,,,"182.15","648.4985","3.035385"
,,,,,,"182.152","648.4985","3.035417"
,,,,,,"182.154","648.4985","3.035448"
,,,,,,"182.156","648.4985","3.035479"
,,,,,,"182.158","648.5303","3.035521"
,,,,,,"182.16","648.5303","3.035552"
,,,,,,"182.162","648.5303","3.035583"
,,,,,,"182.164","648.5303","3.035614"
,,,,,,"182.166","648.5303","3.035656"
,,,,,,"182.168","648.5303","3.035687"
,,,,,,"182.17","648.578","3.035719"
,,,,,,"182.172","648.578","3.03575"
,,,,,,"182.174","648.578","3.035781"
,,,,,,"182.176","648.578","3.035823"
,,,,,,"182.178","648.578","3.035854"
,,,,,,"182.18","648.578","3.035885"
,,,,,,"182.182","648.6098","3.035917"
,,,,,,"182.184","648.6098","3.035948"
,,,,,,"182.186","648.6098","3.03599"
,,,,,,"182.188","648.6098","3.036021"
,,,,,,"182.19","648.6098","3.036052"
,,,,,,"182.192","648.6098","3.036083"
,,,,,,"182.194","648.6575","3.036114"
,,,,,,"182.196","648.6575","3.036156"
,,,,,,"182.198","648.6575","3.036187"
,,,,,,"182.2","648.6575","3.036219"
,,,,,,"182.202","648.6575","3.03626"
,,,,,,"182.204","648.6575","3.036292"
,,,,,,"182.206","648.6733","3.036323"
,,,,,,"182.208","648.6893","3.036354"
,,,,,,"182.21","648.6893","3.036385"
,,,,,,"182.212","648.6893","3.036427"
,,,,,,"182.214","648.6893","3.036458"
,,,,,,"182.216","648.6893","3.036489"
,,,,,,"182.218","648.6893","3.036521"
,,,,,,"182.22","648.6893","3.036552"
,,,,,,"182.222","648.7369","3.036594"
,,,,,,"182.224","648.7369","3.036625"
,,,,,,"182.226","648.7369","3.036656"
,,,,,,"182.228","648.7369","3.036687"
,,,,,,"182.23","648.7369","3.036719"
,,,,,,"182.232","648.7369","3.03676"
,,,,,,"182.234","648.7369","3.036792"
,,,,,,"182.236","648.7687","3.036823"
,,,,,,"182.238","648.7687","3.036854"
,,,,,,"182.24","648.7687","3.036885"
,,,,,,"182.242","648.7687","3.036927"
,,,,,,"182.244","648.7687","3.036958"
,,,,,,"182.246","648.7687","3.036989"
,,,,,,"182.248","648.8164","3.037021"
,,,,,,"182.25","648.8164","3.037052"
,,,,,,"182.252","648.8164","3.037094"
,,,,,,"182.254","648.8164","3.037125"
,,,,,,"182.256","648.8164","3.037156"
,,,,,,"182.258","648.8164","3.037188"
,,,,,,"182.26","648.8164","3.037219"
,,,,,,"182.262","648.8323","3.03726"
,,,,,,"182.264","648.8482","3.037292"
,,,,,,"182.266","648.8482","3.037323"
,,,,,,"182.268","648.8482","3.037354"
,,,,,,"182.27","648.8482","3.037385"
,,,,,,"182.272","648.8482","3.037427"
,,,,,,"182.274","648.8482","3.037458"
,,,,,,"182.276","648.8959","3.03749"
,,,,,,"182.278","648.8959","3.037521"
,,,,,,"182.28","648.8959","3.037552"
,,,,,,"182.282","648.8959","3.037594"
,,,,,,"182.284","648.8959","3.037625"
,,,,,,"182.286","648.8959","3.037656"
,,,,,,"182.288","648.9277","3.037688"
,,,,,,"182.29","648.9277","3.037719"
,,,,,,"182.292","648.9277","3.03776"
,,,,,,"182.294","648.9277","3.037792"
,,,,,,"182.296","648.9277","3.037823"
,,,,,,"182.298","648.9277","3.037854"
,,,,,,"182.3","648.9277","3.037885"
,,,,,,"182.302","648.9753","3.037917"
,,,,,,"182.304","648.9753","3.037948"
,,,,,,"182.306","648.9753","3.03799"
,,,,,,"182.308","648.9753","3.038021"
,,,,,,"182.31","648.9753","3.038052"
,,,,,,"182.312","648.9753","3.038083"
,,,,,,"182.314","649.0071","3.038115"
,,,,,,"182.316","649.0071","3.038156"
,,,,,,"182.318","649.0071","3.038188"
,,,,,,"182.32","649.0071","3.038219"
,,,,,,"182.322","649.0071","3.03825"
,,,,,,"182.324","649.0071","3.038281"
,,,,,,"182.326","649.0231","3.038312"
,,,,,,"182.328","649.0548","3.038344"
,,,,,,"182.33","649.0548","3.038385"
,,,,,,"182.332","649.0548","3.038417"
,,,,,,"182.334","649.0548","3.038448"
,,,,,,"182.336","649.0548","3.038479"
,,,,,,"182.338","649.0548","3.03851"
,,,,,,"182.34","649.0867","3.038552"
,,,,,,"182.342","649.0867","3.038583"
,,,,,,"182.344","649.0867","3.038615"
,,,,,,"182.346","649.0867","3.038646"
,,,,,,"182.348","649.0867","3.038677"
,,,,,,"182.35","649.0867","3.038719"
,,,,,,"182.352","649.1343","3.03875"
,,,,,,"182.354","649.1343","3.038781"
,,,,,,"182.356","649.1343","3.038812"
,,,,,,"182.358","649.1343","3.038844"
,,,,,,"182.36","649.1343","3.038885"
,,,,,,"182.362","649.1343","3.038906"
,,,,,,"182.364","649.1661","3.038948"
,,,,,,"182.366","649.1661","3.038979"
,,,,,,"182.368","649.1661","3.03901"
,,,,,,"182.37","649.1661","3.039042"
,,,,,,"182.372","649.1661","3.039073"
,,,,,,"182.374","649.1661","3.039114"
,,,,,,"182.376","649.1979","3.039146"
,,,,,,"182.378","649.1979","3.039177"
,,,,,,"182.38","649.1979","3.039208"
,,,,,,"182.382","649.1979","3.03924"
,,,,,,"182.384","649.1979","3.039281"
,,,,,,"182.386","649.1979","3.039312"
,,,,,,"182.388","649.2455","3.039344"
